TITLE = "1D Euler Filtered MacCormack Result"
VARIABLES = "x", "rho", "u", "p", "E", "rho_conserved", "rhou", "rhoE", "nu"
ZONE T="t=0.16000000", I=1001, F=POINT
0.0000000000 0.4450000000 0.6980000000 3.5280000000 20.0638267191 0.4450000000 0.3106100000 8.9284028899 0.0000000000
0.0010000000 0.4450000000 0.6980000000 3.5280000000 20.0638267191 0.4450000000 0.3106100000 8.9284028899 0.0000015326
0.0020000000 0.4450000000 0.6980000000 3.5279999999 20.0638267190 0.4450000000 0.3106100000 8.9284028898 0.0000005918
0.0030000000 0.4450000000 0.6980000001 3.5279999999 20.0638267190 0.4450000000 0.3106100000 8.9284028897 0.0000020145
0.0040000000 0.4450000000 0.6980000001 3.5279999998 20.0638267188 0.4450000000 0.3106100001 8.9284028895 0.0000032037
0.0050000000 0.4450000000 0.6980000003 3.5279999996 20.0638267186 0.4450000000 0.3106100001 8.9284028891 0.0000058929
0.0060000000 0.4449999999 0.6980000005 3.5279999993 20.0638267183 0.4449999999 0.3106100002 8.9284028883 0.0000103871
0.0070000000 0.4449999999 0.6980000009 3.5279999987 20.0638267176 0.4449999999 0.3106100003 8.9284028870 0.0000183677
0.0080000000 0.4449999998 0.6980000016 3.5279999977 20.0638267165 0.4449999998 0.3106100006 8.9284028846 0.0000321956
0.0090000000 0.4449999996 0.6980000028 3.5279999958 20.0638267144 0.4449999996 0.3106100010 8.9284028804 0.0000560152
0.0100000000 0.4449999993 0.6980000050 3.5279999927 20.0638267108 0.4449999993 0.3106100017 8.9284028730 0.0000964522
0.0110000000 0.4449999988 0.6980000087 3.5279999871 20.0638267044 0.4449999988 0.3106100031 8.9284028601 0.0001637962
0.0120000000 0.4449999980 0.6980000152 3.5279999774 20.0638266935 0.4449999980 0.3106100054 8.9284028378 0.0002727979
0.0130000000 0.4449999965 0.6980000263 3.5279999610 20.0638266748 0.4449999965 0.3106100093 8.9284027997 0.0004420424
0.0140000000 0.4449999940 0.6980000451 3.5279999332 20.0638266433 0.4449999940 0.3106100158 8.9284027355 0.0006897960
0.0150000000 0.4449999899 0.6980000760 3.5279998874 20.0638265913 0.4449999899 0.3106100267 8.9284026295 0.0010251186
0.0160000000 0.4449999832 0.6980001258 3.5279998135 20.0638265076 0.4449999832 0.3106100442 8.9284024588 0.0014375783
0.0170000000 0.4449999728 0.6980002037 3.5279996981 20.0638263766 0.4449999728 0.3106100716 8.9284021918 0.0018947835
0.0180000000 0.4449999570 0.6980003217 3.5279995231 20.0638261781 0.4449999570 0.3106101132 8.9284017871 0.0023537109
0.0190000000 0.4449999339 0.6980004950 3.5279992661 20.0638258866 0.4449999339 0.3106101741 8.9284011929 0.0027779106
0.0200000000 0.4449999009 0.6980007423 3.5279988996 20.0638254709 0.4449999009 0.3106102611 8.9284003453 0.0031468545
0.0210000000 0.4449998549 0.6980010862 3.5279983896 20.0638248924 0.4449998549 0.3106103821 8.9283991661 0.0034543806
0.0220000000 0.4449997923 0.6980015549 3.5279976948 20.0638241043 0.4449997923 0.3106105470 8.9283975594 0.0037028196
0.0230000000 0.4449997085 0.6980021827 3.5279967641 20.0638230485 0.4449997085 0.3106107678 8.9283954071 0.0038982302
0.0240000000 0.4449995977 0.6980030121 3.5279955345 20.0638216537 0.4449995977 0.3106110595 8.9283925637 0.0040477957
0.0250000000 0.4449994530 0.6980040955 3.5279939283 20.0638198318 0.4449994530 0.3106114407 8.9283888495 0.0041586210
0.0260000000 0.4449992657 0.6980054976 3.5279918496 20.0638174739 0.4449992657 0.3106119339 8.9283840427 0.0042372105
0.0270000000 0.4449990252 0.6980072981 3.5279891803 20.0638144461 0.4449990252 0.3106125672 8.9283778702 0.0042892638
0.0280000000 0.4449987184 0.6980095948 3.5279857753 20.0638105837 0.4449987184 0.3106133751 8.9283699964 0.0043196322
0.0290000000 0.4449983293 0.6980125077 3.5279814568 20.0638056851 0.4449983293 0.3106143998 8.9283600099 0.0043323593
0.0300000000 0.4449978384 0.6980161836 3.5279760072 20.0637995035 0.4449978384 0.3106156928 8.9283474082 0.0043307632
0.0310000000 0.4449972216 0.6980208009 3.5279691619 20.0637917388 0.4449972216 0.3106173170 8.9283315788 0.0043175348
0.0320000000 0.4449964502 0.6980265765 3.5279605992 20.0637820260 0.4449964502 0.3106193487 8.9283117784 0.0042948369
0.0330000000 0.4449954889 0.6980337729 3.5279499304 20.0637699242 0.4449954889 0.3106218801 8.9282871073 0.0042643950
